rx,ry,rz,lx,ly,lz
4.258255939962610626e+01,2.875653470847516360e+02,8.624472793349113999e+02,2.116716790058605966e+02,2.878305179481723144e+02,8.950258516842808376e+02
4.573391844411495555e+01,3.036621487655353349e+02,8.763601493729723870e+02,2.227385886467337457e+02,2.889555299328827118e+02,8.723385419648984680e+02
5.075518011815395880e+01,2.897112959302670561e+02,8.633692432973514315e+02,2.221382156152407106e+02,3.004663380173347491e+02,8.892905392932282211e+02
4.235299066020243686e+01,2.992471359142863889e+02,8.625836139351309839e+02,2.232962489604982466e+02,2.853924832548640325e+02,8.784281125181934158e+02
6.163977401156551394e+01,3.076458425050956862e+02,8.621603759190521714e+02,2.022843342238012099e+02,3.153595839677898880e+02,8.737646793164177552e+02
5.442657919020682300e+01,3.008570411367939528e+02,8.784889198585527765e+02,2.297768142205111417e+02,3.138683385948111209e+02,8.655954672762139808e+02
6.399786348369856626e+01,2.955243945934269050e+02,8.618119755593012314e+02,2.113683704617407955e+02,2.884169010504404582e+02,8.738220238785720539e+02
6.184961526234531703e+01,2.930209062268561979e+02,8.688989723542607635e+02,1.993138075227293200e+02,2.971016257248426768e+02,8.671312916765790533e+02
5.598275219965550775e+01,2.839803378096117399e+02,8.546697688399815434e+02,2.248694820461611812e+02,3.085036494420153304e+02,8.690702308724419254e+02
2.783014775725161627e+01,2.992153922101529702e+02,8.689976443184604022e+02,2.093086245521635078e+02,3.061564369093818527e+02,8.747774359920296092e+02
6.047967251777725295e+01,2.989796001750661389e+02,8.684950444274346637e+02,2.017489246073921834e+02,2.891720999669095704e+02,8.716033244495271219e+02
4.507293319206442561e+01,2.971620184452457352e+02,8.867532193971183005e+02,2.151964940491023981e+02,2.946556907933498337e+02,8.712258305883619869e+02
3.592435339596896426e+01,3.215876141052689263e+02,8.841120541342713750e+02,2.106319572778891143e+02,3.022801830832744940e+02,8.622873533562454895e+02
4.793225788294619605e+01,3.055625630205960874e+02,8.759935901240711473e+02,2.114774542903221572e+02,3.074762384405522653e+02,8.730725424792383365e+02
5.691781127202604296e+01,3.046656039703233319e+02,8.632155890319417040e+02,2.305047709344681266e+02,2.913715399771839429e+02,8.717740430045624862e+02
5.497493411829981369e+01,3.210737962226853597e+02,8.636095473213506466e+02,2.219518109779006636e+02,3.040179510335054829e+02,8.761085855772489595e+02
4.527719786810568081e+01,2.969900437877165018e+02,8.752554718077691405e+02,2.228526047085077835e+02,2.958829321618970880e+02,8.754499290995693173e+02
6.619488493217967573e+01,2.960349350823621535e+02,8.729471332396529988e+02,2.117775077614957979e+02,2.806354983244476671e+02,8.688840038466164515e+02
4.594870485675619420e+01,2.889025792392386052e+02,8.687835954293694840e+02,2.100404402157162167e+02,2.963379110634984386e+02,8.669496275339280373e+02
4.048253878465850875e+01,2.994143562207504488e+02,8.789704828904682472e+02,2.198095621511545517e+02,2.941888804912206865e+02,8.955337242309235535e+02
5.102274334332901162e+01,3.094000215963463347e+02,8.659405903505083870e+02,2.179755512617393265e+02,3.130030931516079136e+02,8.723874888908612775e+02
4.621312793459567558e+01,2.894701017403509127e+02,8.674397296338726164e+02,2.234477494532160904e+02,3.010998737989627898e+02,8.480083435477652074e+02
5.425815741003495418e+01,3.018057442827272325e+02,8.683604601417230242e+02,2.215218168347873302e+02,3.048497616708006035e+02,8.556153174809678603e+02
5.238783088436765922e+01,2.842945029273606110e+02,8.870003810329410499e+02,2.176007494481938522e+02,3.146353869861584371e+02,8.722958895368414005e+02
5.749935547493734589e+01,2.975070844850377512e+02,8.842223881747801215e+02,2.228933530886632184e+02,2.879081660850378057e+02,8.772109753210745566e+02
6.367815186503298719e+01,3.047929662282256800e+02,8.521705791280608082e+02,2.166055232641738826e+02,2.987926840567623685e+02,8.770241706910397852e+02
4.289662489209170815e+01,3.045009142255154302e+02,8.460703321244983499e+02,2.151324823734537972e+02,3.116234878358438323e+02,8.527437906961511089e+02
4.617301980139318118e+01,3.059426611515904142e+02,8.832176891412534587e+02,2.125961066704881546e+02,2.897099050671886857e+02,8.800273167876181333e+02
4.113859960410883332e+01,2.781854433934904591e+02,8.684136340454708716e+02,2.004656629303169382e+02,2.987916394890771130e+02,8.711354538580740154e+02
4.683182519613943384e+01,3.016274002184879350e+02,8.862439080756840895e+02,2.139605719951501897e+02,3.088986373098155127e+02,8.817901549189404022e+02
5.682635055541298641e+01,2.922256446833147265e+02,8.733611955611947906e+02,2.194521536409918383e+02,2.848770871980880202e+02,8.863278508810498124e+02
4.950153814721075207e+01,3.053964007425962564e+02,8.424075110895615808e+02,2.134160283676958159e+02,3.008321937730516993e+02,8.689246919250283554e+02
4.403293643668325785e+01,2.906647385522236391e+02,8.668670544993875637e+02,2.118540556471618004e+02,2.954594374645392918e+02,8.890746159132065713e+02
3.272765011511339850e+01,3.023885153567833868e+02,8.781272816687245495e+02,1.977522590406563836e+02,3.066218002846844684e+02,8.702273550977075729e+02
5.748043642480804749e+01,2.921435745190107127e+02,8.840883887178763416e+02,2.134325109169035102e+02,2.951065182540327214e+02,8.513326946730060172e+02
4.817800859384686873e+01,3.039776212832913416e+02,8.639974920639397169e+02,2.129241002307294934e+02,2.881616130259191095e+02,8.582784077007376027e+02
3.888365929013234279e+01,2.907402677537414775e+02,8.544561412761772772e+02,2.096757220037088132e+02,3.056134082135039876e+02,8.703315846881255311e+02
4.130886191027768461e+01,2.943553695545580808e+02,8.717592001625747571e+02,1.985252727596406430e+02,2.929079904667855772e+02,8.747210537876155740e+02
5.618708546850997720e+01,2.904729188733011824e+02,8.715326625142160992e+02,2.182354775754330944e+02,3.063757069435478115e+02,8.804395612933404891e+02
6.789204038585957335e+01,2.992216964972858477e+02,8.553551783912523661e+02,2.159593791302916372e+02,3.216538398001100632e+02,8.661960586023116093e+02
5.985403437467963528e+01,2.910367464623443539e+02,8.711249230260636978e+02,2.358407898206546349e+02,3.100631668730378578e+02,8.656435702810565544e+02
5.386151820301476789e+01,2.941102447030360736e+02,8.627301130081430074e+02,2.245335134962512313e+02,3.162395097010556810e+02,8.590369315403927430e+02
4.066849399868423376e+01,2.947557952143768603e+02,8.516493266386177083e+02,2.084499041893010371e+02,2.993464302247751334e+02,8.745830292461906765e+02
3.846779708672311671e+01,2.825615222704262237e+02,8.677262811641945746e+02,1.884488772774774077e+02,2.895971003399254187e+02,8.745649797150683753e+02
4.318791955326450704e+01,3.158212853917248708e+02,8.617974519701563167e+02,2.239123210089832696e+02,2.868392375837951249e+02,8.824551608631281852e+02
4.966841491475509685e+01,3.189638276039194693e+02,8.677455503461732178e+02,2.159428817464582835e+02,3.052858475770522091e+02,8.804116596717859693e+02
4.735494478333440327e+01,3.184611840550368811e+02,8.686382212909883265e+02,2.224947436433342887e+02,2.844454361314133735e+02,8.587573366879447576e+02
4.051059751989368607e+01,3.135871571193977161e+02,8.624005662666439775e+02,2.150086594074562072e+02,2.979899429629869019e+02,8.561363995072741773e+02
7.139839483993407043e+01,3.144951808105931832e+02,8.676563152780151995e+02,2.336239496114992278e+02,2.888900321522033892e+02,8.762687754967756746e+02
5.880183925559681057e+01,2.962128156900166118e+02,8.675006157523486081e+02,1.992067828609669959e+02,3.075489411256862127e+02,8.466804151844934268e+02
4.454548428914846880e+01,2.963378164228046785e+02,8.837790647901460943e+02,2.094764295273966468e+02,3.085460305930323557e+02,8.666423113338524900e+02
4.174113156063640417e+01,3.004205386834266278e+02,8.767284719489495046e+02,2.026334777012730513e+02,2.961080538167804548e+02,8.698920829937670760e+02
6.240030967845398635e+01,2.947499309454071863e+02,8.792225052859874950e+02,2.074651326267795071e+02,2.973280424652319880e+02,8.590814386210876137e+02
5.962362390268616963e+01,3.012444957642108534e+02,8.808823146840705931e+02,2.070564710039368208e+02,3.042210670576330926e+02,8.728396151709864625e+02
5.861658766757308570e+01,2.859451033092602756e+02,8.623243978383369495e+02,2.069617777703631987e+02,3.081721832356703885e+02,8.845861033289330635e+02
3.457406600178106970e+01,2.963473668921317312e+02,8.754668654737552060e+02,1.995515065154530419e+02,2.936300660081964793e+02,8.713717497539481656e+02
3.703940602627237411e+01,3.041402871191272652e+02,8.561313424015344253e+02,2.154920996654286967e+02,3.006190636005910051e+02,8.612982108346582208e+02
4.895300877282572571e+01,2.943509361477988477e+02,8.698052884348153384e+02,2.189417038082895033e+02,2.754445216943678361e+02,8.621089896084865813e+02
3.737308814895796161e+01,2.976877463993656647e+02,8.816200490454997407e+02,2.159954301836647517e+02,3.097483348933741922e+02,8.525479070213385739e+02
7.278430910529768028e+01,2.993869240438942256e+02,8.790545842658415268e+02,2.156101960007339642e+02,2.854136214493233297e+02,8.813212384642480401e+02
6.031223101563995215e+01,3.097224905072945376e+02,8.847410603058616516e+02,2.126474886414337959e+02,3.107287654802116208e+02,8.850535535377338192e+02
5.179472329910036166e+01,2.967429620423242795e+02,8.780899055444863279e+02,2.106417074389494246e+02,3.086170978002144807e+02,8.596019228813319160e+02
3.762362363454517578e+01,2.995845833488306766e+02,8.701381753029955917e+02,2.104856288184558082e+02,3.081858840102959221e+02,8.543972040598772537e+02
5.240472853589729141e+01,2.916705814209441883e+02,8.559150539916339540e+02,2.219834641363651428e+02,3.014102461938906572e+02,8.806206336429515886e+02
4.886052464981162302e+01,3.056494646025954580e+02,8.700991850708710444e+02,2.167461736399106655e+02,2.963465031053703456e+02,8.653066371826133718e+02
4.391188152530379796e+01,2.977731140910843806e+02,8.797412894713138485e+02,2.123913292144047205e+02,2.835868855351125717e+02,8.783923893725353764e+02
4.263402969594268654e+01,3.160572013722411384e+02,8.862531172290589438e+02,2.136444124778154787e+02,3.104154062935559750e+02,8.709749895226295848e+02
4.654559833680968239e+01,2.930419009568144588e+02,8.640446087839399070e+02,2.415086279505929667e+02,3.087956560808440827e+02,8.559657884730736441e+02
5.153222227805400735e+01,2.998299670592596158e+02,8.604564787598436624e+02,2.039168380848442723e+02,3.050224761577138679e+02,8.755875089889235596e+02
5.812612714551107729e+01,2.947787146329529264e+02,8.819463188808695122e+02,2.171273807028277076e+02,3.013860034146792373e+02,8.598352742687491173e+02
5.164936605236938050e+01,2.893003914543965607e+02,8.662068422432309944e+02,2.172039953664307745e+02,2.918405873174446583e+02,8.715196750206124534e+02
6.505054080831462215e+01,3.043781815832977031e+02,8.746172693686761477e+02,2.108443956171011564e+02,2.774770892906601034e+02,8.596231318713350902e+02
5.609124933469245633e+01,3.149824399054388095e+02,8.724985875697464053e+02,2.157447708722368702e+02,2.794399683426157708e+02,8.695376681662944520e+02
5.214250412341758079e+01,3.112459758860116494e+02,8.691351205374730853e+02,2.058748838630351372e+02,3.168866244221607076e+02,8.671212509605311425e+02
6.116765602328968043e+01,2.852407061872383451e+02,8.614323102074516783e+02,2.157127993970191255e+02,3.022750184635686992e+02,8.721314101110095862e+02
5.617365690325586058e+01,3.049722818478423392e+02,8.769164171533010403e+02,2.307850275936496018e+02,2.878489203628705013e+02,8.751799880190294516e+02
5.317078854146539868e+01,2.878639290703081883e+02,8.667317095130318876e+02,2.292114739438597724e+02,3.199293673477438915e+02,8.680303449129103228e+02
6.300913080005898337e+01,2.933747768082014886e+02,8.824000689116639933e+02,2.167382944065514891e+02,3.064664013451516098e+02,8.741262363718064989e+02
4.068403636518357303e+01,2.945964258435204215e+02,8.787544315671364075e+02,2.200797651104011265e+02,2.831499487831791271e+02,8.653587670826261729e+02
5.259135653888208140e+01,3.080598820270801070e+02,8.824231599899602543e+02,2.245849931229278411e+02,3.054738469985124993e+02,8.497631266514615618e+02
4.069295727011140684e+01,3.194065461194268778e+02,8.734664848715381140e+02,2.140411444407661463e+02,2.992628764648383708e+02,8.784898216332815082e+02
3.266682123851372666e+01,2.925486361915336602e+02,8.928694672516953688e+02,2.056819005712735589e+02,2.963468067886282711e+02,8.681998487329764203e+02
4.306743605124394492e+01,2.984265397315321593e+02,8.709701948220192662e+02,2.247285172953538677e+02,2.947309968303973733e+02,8.716160396601716229e+02
4.953426972682667184e+01,3.097793142831578166e+02,8.630004733422183563e+02,2.109225436555634587e+02,2.897122026740478873e+02,8.851437363084635308e+02
5.036210044634626826e+01,3.005613037250051889e+02,8.790886951457068790e+02,2.136042302290096018e+02,3.030220682892295940e+02,8.717802103027639760e+02
5.117903561811586854e+01,2.875488236490910481e+02,8.891328443466538829e+02,2.134915443794289160e+02,2.890617844484121974e+02,8.724819468408776402e+02
4.938691945844423259e+01,3.037107062136494164e+02,8.574034186693401125e+02,2.041567480747695242e+02,2.925050019885194388e+02,8.670952131352030392e+02
5.753340549534127035e+01,2.989717234836539319e+02,8.530617048036008327e+02,2.076094998057866974e+02,3.005029232401469699e+02,8.675627676156930193e+02
3.295948275218452039e+01,3.029357216296781985e+02,8.730835643892329472e+02,2.243371422579313332e+02,2.899732118530897651e+02,8.706120022967257910e+02
5.116573391319122521e+01,2.928656575491769445e+02,8.720250369981760059e+02,2.202321526103838494e+02,2.860527033464581450e+02,8.677000600669056212e+02
6.039139151168723174e+01,2.969024518682888925e+02,8.864770655417286207e+02,2.018627636053464300e+02,2.965425668243672135e+02,8.618301693230465617e+02
4.454150065580223838e+01,2.901028944686760838e+02,8.705980783357480277e+02,1.993065677172351684e+02,3.165604919762619716e+02,8.707220237379787022e+02
5.503005044903360954e+01,2.791909648977591587e+02,8.777342180392105320e+02,2.260092046715583933e+02,2.781850388331019417e+02,8.821663526613845079e+02
5.186484249453440754e+01,2.964808403606130582e+02,8.743269285744665922e+02,2.057857075109820357e+02,3.072630111658739338e+02,8.699144663657821184e+02
3.543234292833104604e+01,3.056255426577210415e+02,8.550642404132200909e+02,2.099795440302883378e+02,3.032612707072874514e+02,8.800064725226603741e+02
5.531999717058882027e+01,2.760745652995288424e+02,8.829252767513407889e+02,2.166219071524974993e+02,2.938416305466539598e+02,8.586668081450693535e+02
2.999509452901587991e+01,2.855130645565747614e+02,8.482395754894548645e+02,2.071987118596198059e+02,3.065771750702316467e+02,8.712826021937919450e+02
5.054551654710149933e+01,3.038135631221543917e+02,8.726036441362898586e+02,2.091952187614877516e+02,2.885764350716863191e+02,8.714771711063792736e+02
3.665438663320270507e+01,3.129396514816874060e+02,8.626174224077708459e+02,2.114169697368073173e+02,2.965529286587068896e+02,8.753328741609858525e+02
4.756121902256177236e+01,2.997979695779785061e+02,8.701637963030761966e+02,2.031268940252656137e+02,3.024878579050229632e+02,8.643085776762070509e+02
4.718648745937351663e+01,2.861584218338131222e+02,8.571553517877512149e+02,2.097378560361235031e+02,3.106675357387521785e+02,8.781110565086938777e+02
4.887203290888805896e+01,2.855368817471765510e+02,8.549632277710560402e+02,2.206552512560074604e+02,2.987406144450851002e+02,8.665118065494207258e+02
4.551910255017023843e+01,2.885296981830049958e+02,8.615051733358234287e+02,1.909484752078330416e+02,2.932563850903381422e+02,8.593994421571303519e+02
5.132871982321177029e+01,2.938542868092080198e+02,8.536311447963150840e+02,1.989074589897608121e+02,2.986477750370877402e+02,8.869161120093934869e+02
5.175008256698443887e+01,2.852498649163524078e+02,8.687643491137342835e+02,2.002435638707981695e+02,3.174794143632632313e+02,8.795638036963814557e+02
3.287269166293307876e+01,3.080206743698879563e+02,8.658051035164519362e+02,2.033434775523131748e+02,3.017223457300523251e+02,8.625498602706813926e+02
5.186687900126811712e+01,3.063090025204844551e+02,8.745925652111943691e+02,2.057385037952284108e+02,3.075578923323416802e+02,8.863504207810508433e+02
5.081251355194478947e+01,3.000278294467357796e+02,8.527720274465127659e+02,1.965507925564156153e+02,2.991420132408065342e+02,8.778949121937115478e+02
6.175993880607531139e+01,3.078080589961678584e+02,8.449844350887151450e+02,2.271153229673334124e+02,2.978701691847840038e+02,8.869579605833707774e+02
5.982151794867668571e+01,3.083062779784207237e+02,8.733098419503875220e+02,2.213642942759185814e+02,3.022776025470517425e+02,8.652487385219814087e+02
4.868551387882807546e+01,3.159240938372108758e+02,8.759010372352486229e+02,2.063081909485117649e+02,2.904136168936694844e+02,8.738016957673582965e+02
4.650933598560445859e+01,3.044902913082845544e+02,8.779003495868574873e+02,2.117665723047235815e+02,3.027369440733010606e+02,8.787077929712742161e+02
4.926585173651616856e+01,3.119925308467809373e+02,8.854417953820885714e+02,2.078403243912652272e+02,2.907301522772950193e+02,8.619573947165200707e+02
3.749109477947476421e+01,3.198049497272236295e+02,8.749136902040768291e+02,2.195380800144950797e+02,2.977122465801691078e+02,8.666894800435774187e+02
5.547867382982788342e+01,2.870900804312398691e+02,8.669029780155672142e+02,2.088301160261869427e+02,3.166294851504999315e+02,8.620674096329632903e+02
4.720818883907323027e+01,3.003352089335741084e+02,8.782536589034569943e+02,2.335704604049311968e+02,2.983056799259400123e+02,8.703304840840986571e+02
4.936897488467320727e+01,3.000634672590236391e+02,8.556816488684214619e+02,1.971343586443476283e+02,3.041015558024920438e+02,8.775902074105044903e+02
4.992786738847809147e+01,3.033426084748153357e+02,8.592548711912667159e+02,2.167390448951687745e+02,2.922667359887499856e+02,8.881127143703655520e+02
3.322821122816762340e+01,2.992743249493439635e+02,8.746801609356404015e+02,2.097627486380918924e+02,3.157391995206535285e+02,8.547528865498529740e+02
7.540524911247956652e+01,3.200857660393422748e+02,8.703666905649986347e+02,2.129442545523607748e+02,2.973133998287352142e+02,8.584527413209443694e+02
5.455509060767205654e+01,2.952419104587282845e+02,8.751015612723185768e+02,2.354752421477707003e+02,2.920362575853611702e+02,8.596220052817271835e+02
5.525775873820668238e+01,2.818887193743557873e+02,8.658247289174096295e+02,2.039626298081361711e+02,3.130461099011951660e+02,8.711616983664679310e+02
4.498738577567413444e+01,2.935471143717542191e+02,8.715239405930873318e+02,2.036747734603533218e+02,2.960660184853002761e+02,8.784387425167338961e+02
5.730496187666035723e+01,2.864212528423287836e+02,8.606771638502365249e+02,2.184847755954585864e+02,2.879157554212969217e+02,8.762919078744901071e+02
4.881798686131067910e+01,3.100921866903288446e+02,8.708915583404896097e+02,2.136305070751534458e+02,2.856343623124472515e+02,8.803187160254750552e+02
5.150846030085449456e+01,3.200796543570170343e+02,8.830632647526877008e+02,2.118209286841129995e+02,2.864631618061344511e+02,8.666004872470655300e+02
4.354195184365912041e+01,3.137305148458109443e+02,8.633277227210062392e+02,2.190845143410966500e+02,3.151202701430350999e+02,8.935679684744817450e+02
6.083641200310763963e+01,3.068539027572986697e+02,8.686896636502439151e+02,2.205930255960788600e+02,3.076577736822025031e+02,8.546330691492709093e+02
4.985321639848004338e+01,3.183599122086866373e+02,8.687422739843376576e+02,2.248063140257206953e+02,3.208383825373488776e+02,8.693251831613138165e+02
5.637469143406642758e+01,3.063769085111435970e+02,8.489930166005497085e+02,2.022452726297444485e+02,2.878138657593715948e+02,8.560352234034899084e+02
3.981596488784956023e+01,3.290314680615440466e+02,8.685664819303485729e+02,2.326789382281518499e+02,2.888475460661210832e+02,8.822537472900468174e+02
5.411373760393248489e+01,2.927428283279677430e+02,8.792152458759792353e+02,2.118855656853959317e+02,3.111942695145352218e+02,8.685472548670883270e+02
3.886386567380263557e+01,2.946574528252301661e+02,8.911183978613640875e+02,2.284955554923021452e+02,3.091871835026848885e+02,8.724921515913306393e+02
5.596125636292062211e+01,2.961128027736912145e+02,8.686191623181101704e+02,2.180458768033423382e+02,2.944250643971892032e+02,8.549589109102770408e+02
5.125845098167602032e+01,3.071321544925602325e+02,8.569281302335448345e+02,2.071380004858995960e+02,3.133805626370049140e+02,8.562142901663837620e+02
6.112854789182900106e+01,3.018556577230937705e+02,8.626412452218683029e+02,2.283346360926903742e+02,3.016097782521126192e+02,8.702438866560953556e+02
4.027547364147930864e+01,2.988289662751316769e+02,8.694173950324795896e+02,2.152854494589705894e+02,3.037837360172917442e+02,8.674245664726832956e+02
5.957101020642191713e+01,3.065175220342557623e+02,8.728233422544402629e+02,2.136333367772617464e+02,3.046141374131512976e+02,8.659785278490769542e+02
3.812173424882170991e+01,3.004262748109655377e+02,8.734197439392155502e+02,2.003372222360046067e+02,3.027130238088975034e+02,8.436965039880485620e+02
4.878572794243805077e+01,2.986856874004103588e+02,8.583669318506343870e+02,2.085109963326590332e+02,3.111995436339839785e+02,8.712212723124931699e+02
4.088706680335161536e+01,2.833003618001670816e+02,8.686902824173267845e+02,2.010201194276612284e+02,2.996730420759619733e+02,8.667410624250594537e+02
5.048662509376369911e+01,3.033338195444044914e+02,8.834954442197271192e+02,2.130586491184218119e+02,3.185352594959958878e+02,8.694837801064212499e+02
6.596366657203748218e+01,2.983874424249514163e+02,8.807859174866492822e+02,2.100241587897964735e+02,2.872154333314248333e+02,8.785975937017203705e+02
4.397368203036457857e+01,2.934395369613541220e+02,8.713650439914054004e+02,2.112301557542569697e+02,2.961608474334347534e+02,8.604464354642786930e+02
4.108458182930438340e+01,3.005084327644200926e+02,8.777654079238450322e+02,1.982108777115360851e+02,2.865363617211885412e+02,8.671477293608877517e+02
5.063945167777989553e+01,3.087693715689994747e+02,8.623412967625264400e+02,2.054824850944818309e+02,3.013793791839426035e+02,8.737318320187656582e+02
4.371266258468715904e+01,2.985441423133424905e+02,8.703706846740262790e+02,2.190318339503841685e+02,2.980804315729076279e+02,8.645277241350180475e+02
6.240657095030623225e+01,3.066542592721975780e+02,8.787339557223897373e+02,2.391625017545344747e+02,3.018236527827796749e+02,8.729891884887182414e+02
5.049079459222983246e+01,3.028857346200682628e+02,8.555069236145855029e+02,2.058077531370010433e+02,2.972280776333025187e+02,8.550014318468748797e+02
4.427146797963504099e+01,3.099861946159707600e+02,8.719392894507369647e+02,2.193313910448565309e+02,3.122395199808659072e+02,8.716886269215150378e+02
5.749740052639371868e+01,3.158264336640815486e+02,8.724574107497578552e+02,2.240113824281994255e+02,3.040012429096641995e+02,8.727904806235368369e+02
4.506376346573000546e+01,3.187513902242802146e+02,8.839691195410855471e+02,2.318254398348589689e+02,3.021485892782961855e+02,8.838162345299199387e+02
4.314345875468194436e+01,2.920629064275457836e+02,8.906347447365978951e+02,2.184517948201801687e+02,3.083441675879538479e+02,8.672170660433324656e+02
4.465815281852597707e+01,3.046154040178011542e+02,8.720298172046309446e+02,2.115033091977742004e+02,3.052576527933013608e+02,8.715706181882835608e+02
4.388811823266346579e+01,3.042265994180699522e+02,8.672719527391425345e+02,2.257735120828526760e+02,3.023036431225304455e+02,8.607092415874996050e+02
6.113541011412504389e+01,3.192268353380480335e+02,8.587770043569005338e+02,2.105735469046432797e+02,3.122431922176103285e+02,8.616076161104384710e+02
4.630888397526202738e+01,2.877603134050601170e+02,8.572142508455821144e+02,2.205482058677020802e+02,3.000190556124106251e+02,8.697072124859818132e+02
6.516475966456650326e+01,3.132620061337759125e+02,8.759896925688666443e+02,2.079734724534749546e+02,2.963854907102833067e+02,8.662674784143761144e+02
5.722568759412244077e+01,3.132640111623158532e+02,8.762704203515945665e+02,2.102154339612891931e+02,3.044728821906788880e+02,8.709302198428249540e+02
4.040431289261582037e+01,3.089795109641779618e+02,8.519185039076909334e+02,2.163932682636264246e+02,3.130645207174165421e+02,8.790555736647281719e+02
4.934722027624974316e+01,3.071460600292634240e+02,8.551662407263448813e+02,2.196498488532322995e+02,2.765511817724527077e+02,8.733317531157503026e+02
5.029535741974561347e+01,3.004297542367073675e+02,8.654857184834341979e+02,2.314501539890052584e+02,2.919846045337869214e+02,8.675977687922786572e+02
5.640224348999787907e+01,3.054379857192329268e+02,8.777362279393646531e+02,2.020884478799561634e+02,2.912350894316485324e+02,8.666630830534735423e+02
3.820258948796839604e+01,3.163806417187789748e+02,8.626060501800723159e+02,2.119136512671401249e+02,3.006437824812013559e+02,8.664627218949806320e+02
3.338206090473855170e+01,2.843938400031311176e+02,8.681154509976394138e+02,2.203229744957978937e+02,3.118653778407309005e+02,8.651668315843729715e+02
5.256972101180670620e+01,2.972345555767581686e+02,8.667325268591616805e+02,2.105223495698766953e+02,2.996737193470870011e+02,8.741012262194657296e+02
4.334757435966045591e+01,3.045528867112736862e+02,8.766403043191503457e+02,2.222746311311672969e+02,3.008051163393118941e+02,8.678210017244592791e+02
4.714472187971289685e+01,2.898168549376304099e+02,8.767930042579856718e+02,2.374388394020031399e+02,3.035370687708081618e+02,8.758233634275700297e+02
6.024214767491609734e+01,3.074952089956529449e+02,8.781014218194200112e+02,2.231922202042757135e+02,2.935454787482761390e+02,8.609150335213610106e+02
4.735338550541734293e+01,2.905201240184722451e+02,8.678754254919679170e+02,2.182219243350283477e+02,3.109598065456345921e+02,8.589914391104149445e+02
5.521824208631948494e+01,2.971137502540065611e+02,8.729099141291144406e+02,2.127135668050504194e+02,2.919116897322841737e+02,8.855210856233057939e+02
6.381919313371727043e+01,3.027199521350376585e+02,8.775855579892786409e+02,2.197329514959228334e+02,3.059425886537778183e+02,8.776674590243683269e+02
4.355352520968718011e+01,2.890918017040481232e+02,8.590406511525205815e+02,2.161177659256311472e+02,2.932483397516810442e+02,8.619270744722219888e+02
4.669776215947254627e+01,3.091568717783369493e+02,8.630585594756537375e+02,2.373905587384144837e+02,3.160294976522062029e+02,8.727963931966394284e+02
5.702616356899020644e+01,2.990352336089827645e+02,8.532481187568571386e+02,2.092621261432843198e+02,3.003524417459421443e+02,8.577228285970281831e+02
5.423433014476262315e+01,2.943737126824324264e+02,8.534822642611045467e+02,2.247653458932015837e+02,3.089298375554052996e+02,8.516608676837041685e+02
5.946294767429773742e+01,3.045952915130023939e+02,8.731472837153128239e+02,2.090508941894021575e+02,2.999172535588228357e+02,8.703066745921591973e+02
5.759293797257178937e+01,3.048528033028417212e+02,8.581455409895246476e+02,2.180003756375550950e+02,3.157567411403172741e+02,8.692937531932891488e+02
6.017405914250895194e+01,2.945659491826462499e+02,8.758507352121913527e+02,2.091157073351802751e+02,3.075270682434837681e+02,8.589838740055870403e+02
5.035570391932781575e+01,3.075377570019414861e+02,8.699195914731576522e+02,2.047864119573444555e+02,3.135476284117237924e+02,8.708081582807260475e+02
4.841219736731078882e+01,2.844057054318023461e+02,8.725868343093545718e+02,2.059295955458324840e+02,3.023260691935734599e+02,8.654603691775292873e+02
4.442130417659749497e+01,2.739518781202060040e+02,8.545913268110739409e+02,2.077385806900398961e+02,2.906036365933609886e+02,8.558959658502602679e+02
4.351396462659950970e+01,3.093100636116921009e+02,8.693993658179247177e+02,2.181985811834810249e+02,3.096866181085358107e+02,8.779845419680152645e+02
4.694732048574994820e+01,2.889371359073863346e+02,8.810901413674466767e+02,2.089973689552157907e+02,2.882714737907618314e+02,8.726235759627588777e+02
4.123733745005324636e+01,3.157725209776688189e+02,8.665362940326250509e+02,2.216434556393618891e+02,2.937781815304618931e+02,8.702469548951515890e+02
4.711871649992235689e+01,2.905921853891891260e+02,8.776209043498855635e+02,2.196443383696168326e+02,2.966371138447849489e+02,8.639708452152643758e+02
3.726372245296667529e+01,3.014423891472654304e+02,8.696295909834300346e+02,2.294004137858574381e+02,2.943867608086309247e+02,8.605746842351260284e+02
4.312379254905409454e+01,2.925580175806144325e+02,8.775022787292795101e+02,2.157953765961510157e+02,3.096364274290385765e+02,8.682649936843971545e+02
5.832159679687033815e+01,2.953682833812817421e+02,8.756829968832912527e+02,1.983357929167562475e+02,2.981095150963704441e+02,8.644750380290350904e+02
5.263506017225158473e+01,2.992535096709140134e+02,8.897726519370201004e+02,2.147288856708759681e+02,2.948360372225394599e+02,8.551853573541270634e+02
3.363938336340505231e+01,2.983928157878910383e+02,8.643957923591632380e+02,2.218401186469631625e+02,2.989279643379557569e+02,8.624658084964725049e+02
5.328761824602173647e+01,3.027898318540617879e+02,8.701806588910995970e+02,2.365909506516108820e+02,2.988684668145479577e+02,8.646861520944078165e+02
5.670605437968601592e+01,3.087299572096624729e+02,8.773400084480135774e+02,2.292422495921432244e+02,2.926220870529349440e+02,8.506662950718780394e+02
3.333839162756319752e+01,2.964690628561753556e+02,8.721197039296044977e+02,2.113813892092533138e+02,3.036263823188313040e+02,8.838951862947852760e+02
